role,geo,keyword,translation,rpc,rpcBand,rpcOrClass,pattern,donor,plannerVolume,plannerDeltaPct,status,note,source
перевод под GB,GB,consolidation loans,консолидационные займы,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",6600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,personal loan for debt consolidation,потребзаём на консолидацию долгов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",720,-19,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,car finance,автофинансирование,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",90500,-18,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,car loan,автокредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",22200,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,car loan comparison,сравнение автокредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",4400,22,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,zuto car finance,автофинансирование Zuto (брокер),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",9900,0,ok,бренд брокера — только в статье,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,car finance claim,претензия по автокредиту (компенсация),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«компенсация по автокредиту (UK)»,своего донора нет; соседний к «car finance»,27100,-18,ограничено,Google RAF «Free or cash offers»: не обещать сумму выплаты; схема FCA PS26/3 частично приостановлена Upper Tribunal,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,overdraft,овердрафт,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),6600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,Debit Card Account,счёт с дебетовой картой,,mid,"класс «средний», без rpc (другие команды)",«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),,,ok,Planner: строки нет (объём не показан),research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,student loan,студенческий заём (гос.),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«первый кредит / молодые»,PL «Pierwszy Kredyt» — средний (другие),135000,50,ok,гос. заём Student Finance — не кредитный продукт банков; выплата может быть низкой,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,apply for a student loan,подать заявку на студзаём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«первый кредит / молодые»,PL «Pierwszy Kredyt» — средний (другие),2400,21,ok,госпродукт,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,business loan,бизнес-заём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),27100,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,start up loans,займы на старт бизнеса,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),5400,84,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,small business loans,займы малому бизнесу,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),6600,50,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,loans for self employed,займы самозанятым,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),1300,-28,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,merchant cash advance,аванс под выручку по картам,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),1300,-28,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,home improvement loan,заём на ремонт дома,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,6600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,home improvement financing,финансирование ремонта,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,6600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,boiler finance,котёл в рассрочку,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,720,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,secured loan,заём под залог,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,8100,-18,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,homeowner loan,заём для владельцев жилья,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,3600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,remortgage,перекредитование ипотеки,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,12100,22,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,remortgage deals,предложения по перекредитованию ипотеки,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,8100,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,mortgage quotes,ипотечные предложения,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,27100,177,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,bridging loan,бридж-кредит (под залог недвижимости),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,14800,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,bridging loan calculator,калькулятор бридж-кредита,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«калькулятор / симулятор / банк»,"HU «Mbh Bank Személyi Kölcsön Kalkulátor» $0.459 (наш, 51 кл.); PT «Simulador de Emprestimo» $0.390 (наш, 24 кл.)",3600,0,ok,,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,pay later,оплатить позже,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«рассрочка на покупку»,"PL «Telewizor na Raty Bez Bik», «Iphone na Raty Dla Zadłużonych» — средний (другие)",1900,19,ok,BNPL (DPC) в UK под FCA с 15.07.2026,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под GB,GB,pawnbroker,ломбард,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«под залог вещи (ломбард)»,своего донора нет; паттерн «без проверки» — RO $0.210,6600,22,ok,CONC 3.3.3R не применяется к ломбардным займам в пределах стоимости вещи,research_keywords GB/en 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit rapide en ligne,быстрый кредит онлайн,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",12100,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit rapide,быстрый кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",9900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt rapide,быстрый заём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",4400,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,mini crédit rapide,быстрый мини-кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",4400,0,ok,Meta: payday и займы ≤90 дней запрещены (transparency.meta.com) — в крео не обещать срок «до зарплаты»,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Mini Pret Instantané,мгновенный мини-заём,,low,"класс «низкий», без rpc (другие команды)",«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",,,ok,Planner: строки нет (объём не показан); Meta: payday и займы ≤90 дней запрещены (transparency.meta.com) — в крео не обещать срок «до зарплаты»,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Mini Prêt Virement Immédiat Sans Refus,"мини-заём, мгновенный перевод, без отказа",,low,"класс «низкий», без rpc (другие команды)",«быстро / сразу»,"HU «Gyorskölcsön Azonnal» $0.459 (наш, 57 кл.)",,,запрещено в крео,Planner: строки нет (объём не показан); L312-10: реклама не может обещать кредит без оценки положения; Meta: высокий риск — обещание «без проверки / всем» (решает владелец),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,simulation rachat de crédit,симуляция выкупа (объединения) кредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«калькулятор / симулятор / банк»,"HU «Mbh Bank Személyi Kölcsön Kalkulátor» $0.459 (наш, 51 кл.); PT «Simulador de Emprestimo» $0.390 (наш, 24 кл.)",6600,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,simulation regroupement de crédit,симулятор объединения кредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«калькулятор / симулятор / банк»,"HU «Mbh Bank Személyi Kölcsön Kalkulátor» $0.459 (наш, 51 кл.); PT «Simulador de Emprestimo» $0.390 (наш, 24 кл.)",1600,-12,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,simulation de credit immobilier,симуляция ипотеки,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«калькулятор / симулятор / банк»,"HU «Mbh Bank Személyi Kölcsön Kalkulátor» $0.459 (наш, 51 кл.); PT «Simulador de Emprestimo» $0.390 (наш, 24 кл.)",4400,24,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de crédit crédit agricole,объединение кредитов в Crédit Agricole,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«калькулятор / симулятор / банк»,"HU «Mbh Bank Személyi Kölcsön Kalkulátor» $0.459 (наш, 51 кл.); PT «Simulador de Emprestimo» $0.390 (наш, 24 кл.)",1600,0,ok,бренд банка — только в статье,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,mini prêt,мини-заём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«небольшая сумма сразу»,"HU «Kis Összegű Kölcsön Azonnal» $0.386 (наш, 32 кл.); AT «Mini Kredit Österreich» — высокий (другие)",9900,-18,ok,Meta: payday и займы ≤90 дней запрещены (transparency.meta.com) — в крео не обещать срок «до зарплаты»,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,mini credit,мини-кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«небольшая сумма сразу»,"HU «Kis Összegű Kölcsön Azonnal» $0.386 (наш, 32 кл.); AT «Mini Kredit Österreich» — высокий (другие)",5400,-18,ok,Meta: payday и займы ≤90 дней запрещены (transparency.meta.com) — в крео не обещать срок «до зарплаты»,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,petit crédit rapide,небольшой быстрый кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«небольшая сумма сразу»,"HU «Kis Összegű Kölcsön Azonnal» $0.386 (наш, 32 кл.); AT «Mini Kredit Österreich» — высокий (другие)",1600,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt viager hypothécaire,ипотечный заём «виаже» для пожилых,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«60+ / пенсия»,"LT «Paskolos Vyresniems Nei 60» $0.297 (наш, 211 кл.); статья-шаблон «кредит пенсионеру»: AT $0.372 (334 кл., 01.07–23.09), CH-de $2.43 (6 кл., 22–23.09)",1000,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt retraité,заём пенсионеру,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«60+ / пенсия»,"LT «Paskolos Vyresniems Nei 60» $0.297 (наш, 211 кл.); статья-шаблон «кредит пенсионеру»: AT $0.372 (334 кл., 01.07–23.09), CH-de $2.43 (6 кл., 22–23.09)",,,ok,Planner: строки нет (объём не показан); Planner строк не вернул — ключ по донору LT $0.297,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit senior,кредит для пожилых,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«60+ / пенсия»,"LT «Paskolos Vyresniems Nei 60» $0.297 (наш, 211 кл.); статья-шаблон «кредит пенсионеру»: AT $0.372 (334 кл., 01.07–23.09), CH-de $2.43 (6 кл., 22–23.09)",,,ok,Planner: строки нет (объём не показан); Planner строк не вернул — ключ по донору LT $0.297,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt personnel,потребительский заём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),27100,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit conso,потребительский кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),60500,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt personnel en ligne,потребзаём онлайн,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),4400,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,demande de crédit en ligne,заявка на кредит онлайн,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),4400,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Crédit Bancaire,банковский кредит,,mid,"класс «средний», без rpc (другие команды)",«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Banque en Ligne Credit,"онлайн-банк, кредит",,mid,"класс «средний», без rpc (другие команды)",«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Je Suis a la Recherche D un Pret,я ищу заём,,mid,"класс «средний», без rpc (другие команды)",«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Prêt Personnel Internet,потребзаём через интернет,,low,"класс «низкий», без rpc (другие команды)",«потребкредит / на личные нужды»,RO «Credit de Nevoi Personale» $0.229 и «Credite Nevoi Personale» $0.224 (наши); CH «Privatkredit Schweiz Beantragen» — высокий (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit sans justificatif,кредит без подтверждающих документов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«без справок / только по паспорту»,"RO «Credite Instant Doar Cu Buletinul» $0.210 (наш, 27 кл.); EE «Väike Laen Ilma Sissetuleku» — средний (другие)",12100,-18,запрещено в крео,"L312-10 Code de la consommation: реклама кредита не может утверждать, что он выдаётся без данных о финансовом положении; ключ — только в статье как разбор",research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Micro Credit Rapide Sans Justificatif,быстрый микрокредит без документов,,low,"класс «низкий», без rpc (другие команды)",«без справок / только по паспорту»,"RO «Credite Instant Doar Cu Buletinul» $0.210 (наш, 27 кл.); EE «Väike Laen Ilma Sissetuleku» — средний (другие)",,,запрещено в крео,Planner: строки нет (объём не показан); L312-10 (как выше),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de crédit sans justificatif,объединение кредитов без документов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«без справок / только по паспорту»,"RO «Credite Instant Doar Cu Buletinul» $0.210 (наш, 27 кл.); EE «Väike Laen Ilma Sissetuleku» — средний (другие)",390,21,запрещено в крео,L312-10 распространяется и на объединение кредитов,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,carte de crédit,кредитная карта,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«кредитка с лимитом / рассрочкой»,"DE/AT/CH кредитки — высокий (другие): «Kreditkarte mit Ratenzahlung 5.000 Euro», «Online Kreditkarte Sofort»; по словам владельца, в CH-связке коллег выплата ~$6 за клик",33100,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Carte de Crédit en Ligne Sans Justificatif,кредитка онлайн без документов,,low,"класс «низкий», без rpc (другие команды)",«кредитка с лимитом / рассрочкой»,"DE/AT/CH кредитки — высокий (другие): «Kreditkarte mit Ratenzahlung 5.000 Euro», «Online Kreditkarte Sofort»; по словам владельца, в CH-связке коллег выплата ~$6 за клик",,,запрещено в крео,Planner: строки нет (объём не показан); L312-10,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit renouvelable,возобновляемый кредит (кредитная линия),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«кредитка с лимитом / рассрочкой»,"DE/AT/CH кредитки — высокий (другие): «Kreditkarte mit Ratenzahlung 5.000 Euro», «Online Kreditkarte Sofort»; по словам владельца, в CH-связке коллег выплата ~$6 за клик",18100,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit renouvelable en ligne,возобновляемый кредит онлайн,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«кредитка с лимитом / рассрочкой»,"DE/AT/CH кредитки — высокий (другие): «Kreditkarte mit Ratenzahlung 5.000 Euro», «Online Kreditkarte Sofort»; по словам владельца, в CH-связке коллег выплата ~$6 за клик",2400,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de crédit,выкуп/объединение кредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",40500,0,ok,Meta: зона Personal hardship (долги/нужда) — домен могут ограничить по событиям,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,regroupement de crédit,объединение кредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",14800,0,ok,Meta: зона Personal hardship (долги/нужда) — домен могут ограничить по событиям,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de credit meilleur taux,объединение кредитов по лучшей ставке,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",33100,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de credit conso,объединение потребкредитов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«должникам / перекредитование»,"DE «Kredit für Verschuldete» — высокий (другие); LT «Paskolos Skolininkams», PL «Kredyt Konsolidacyjny Dla Zadłużonych…» — средний (другие)",8100,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,regroupement de crédit fonctionnaire,объединение кредитов для госслужащих,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«госслужащие»,своего донора нет; паттерн «кредит для группы» — LT «Paskolos Vyresniems Nei 60» $0.297,260,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit auto,автокредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",27100,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit voiture,кредит на машину,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",12100,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,lld ou loa,долгосрочная аренда или лизинг с выкупом,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",4400,24,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Financement Voiture Sans Apport 2026,финансирование авто без взноса 2026,,mid,"класс «средний», без rpc (другие команды)",«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Voiture 99 Euros par Mois Sans Apport 2026,машина за 99 € в месяц без взноса 2026,,mid,"класс «средний», без rpc (другие команды)",«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",,,ok,Planner: строки нет (объём не показан); «99 €/мес» — цифра платежа; в крео держать как вопрос,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Voiture Payable par Mois Sans Apport,машина с оплатой помесячно без взноса,,mid,"класс «средний», без rpc (другие команды)",«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
